"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 21, 2018","1,595.33","1,588.99","1,601.58","1,586.35","12.79B","-0.05%"
"Dec 20, 2018","1,596.10","1,594.86","1,599.20","1,583.11","11.52B","-0.31%"
"Dec 19, 2018","1,601.12","1,582.58","1,601.17","1,578.64","13.70B","1.13%"
"Dec 18, 2018","1,583.19","1,594.10","1,595.32","1,580.58","11.97B","-1.14%"
"Dec 17, 2018","1,601.48","1,612.87","1,615.63","1,593.37","14.31B","-0.50%"
"Dec 14, 2018","1,609.45","1,613.23","1,620.60","1,602.42","12.61B","-0.34%"
"Dec 13, 2018","1,614.99","1,638.96","1,642.20","1,612.91","12.40B","-1.22%"
"Dec 12, 2018","1,634.88","1,642.42","1,644.90","1,632.34","9.59B","0.08%"
"Dec 11, 2018","1,633.62","1,646.87","1,647.88","1,633.11","12.20B","-0.99%"
"Dec 07, 2018","1,649.99","1,656.11","1,659.45","1,648.33","10.34B","-0.23%"
"Dec 06, 2018","1,653.73","1,653.09","1,658.64","1,649.23","10.94B","-1.11%"
"Dec 04, 2018","1,672.32","1,674.53","1,677.99","1,669.10","10.60B","-0.02%"
"Dec 03, 2018","1,672.61","1,662.15","1,675.43","1,660.05","12.97B","1.88%"
"Nov 30, 2018","1,641.80","1,640.70","1,647.89","1,633.44","10.16B","0.32%"
"Nov 29, 2018","1,636.49","1,646.62","1,650.69","1,635.19","10.44B","-0.25%"
"Nov 28, 2018","1,640.63","1,636.59","1,644.27","1,635.37","9.87B","0.39%"
"Nov 27, 2018","1,634.27","1,630.08","1,636.89","1,627.54","14.99B","0.21%"
"Nov 26, 2018","1,630.77","1,621.99","1,631.74","1,616.97","10.55B","0.53%"
"Nov 23, 2018","1,622.10","1,607.11","1,623.01","1,600.63","12.00B","1.10%"
"Nov 22, 2018","1,604.40","1,616.95","1,622.01","1,603.00","10.36B","-0.80%"
"Nov 21, 2018","1,617.33","1,603.73","1,622.14","1,598.57","13.55B","0.33%"
"Nov 20, 2018","1,612.03","1,631.81","1,632.23","1,610.18","11.19B","-1.49%"
"Nov 19, 2018","1,636.48","1,634.10","1,640.53","1,630.96","9.53B","0.09%"
"Nov 16, 2018","1,635.00","1,640.47","1,646.46","1,632.94","11.41B","-0.23%"
"Nov 15, 2018","1,638.83","1,656.60","1,658.02","1,638.67","12.75B","-0.82%"
"Nov 14, 2018","1,652.30","1,655.09","1,660.74","1,646.24","11.81B","-0.45%"
"Nov 13, 2018","1,659.78","1,645.42","1,664.51","1,642.83","15.35B","0.30%"
"Nov 12, 2018","1,654.85","1,672.85","1,673.42","1,654.80","10.12B","-0.82%"
"Nov 09, 2018","1,668.52","1,675.84","1,677.51","1,664.85","11.11B","-0.79%"
"Nov 08, 2018","1,681.73","1,685.29","1,688.90","1,681.25","11.76B","0.38%"
"Nov 07, 2018","1,675.33","1,673.65","1,676.09","1,656.51","15.12B","0.36%"
"Nov 06, 2018","1,669.33","1,677.45","1,684.44","1,669.22","10.61B","-0.07%"
"Nov 05, 2018","1,670.58","1,670.46","1,673.01","1,666.50","9.70B","-0.67%"
"Nov 02, 2018","1,681.84","1,675.09","1,687.76","1,672.09","15.33B","0.86%"
"Nov 01, 2018","1,667.55","1,672.14","1,674.87","1,660.11","15.04B","-0.09%"
"Oct 31, 2018","1,669.09","1,651.07","1,669.27","1,649.27","13.49B","1.87%"
"Oct 30, 2018","1,638.51","1,638.83","1,645.31","1,633.73","11.27B","0.10%"
"Oct 29, 2018","1,636.88","1,632.26","1,645.98","1,630.73","11.62B","0.49%"
"Oct 26, 2018","1,628.96","1,637.48","1,639.67","1,625.33","13.38B","-0.93%"
"Oct 25, 2018","1,644.33","1,605.91","1,645.91","1,596.40","20.31B","1.29%"
"Oct 24, 2018","1,623.37","1,641.61","1,647.90","1,618.82","18.45B","-2.12%"
"Oct 22, 2018","1,658.56","1,669.82","1,674.25","1,654.90","12.75B","-0.56%"
"Oct 19, 2018","1,667.91","1,680.12","1,681.92","1,664.09","14.60B","-0.89%"
"Oct 18, 2018","1,682.91","1,692.15","1,694.67","1,681.24","12.81B","-0.72%"
"Oct 17, 2018","1,695.04","1,708.09","1,710.39","1,695.04","11.13B","-0.17%"
"Oct 16, 2018","1,697.87","1,697.56","1,701.57","1,689.83","10.04B","0.10%"
"Oct 12, 2018","1,696.16","1,690.28","1,699.60","1,688.44","10.38B","0.79%"
"Oct 11, 2018","1,682.89","1,679.27","1,688.63","1,673.59","16.93B","-2.26%"
"Oct 10, 2018","1,721.82","1,709.34","1,721.82","1,707.63","12.72B","1.47%"
"Oct 09, 2018","1,696.92","1,699.99","1,708.72","1,690.92","14.11B","0.04%"
"Oct 08, 2018","1,696.22","1,719.71","1,728.24","1,696.20","17.41B","-1.41%"
"Oct 05, 2018","1,720.52","1,726.41","1,732.36","1,718.12","11.97B","-0.51%"
"Oct 04, 2018","1,729.40","1,735.74","1,740.59","1,720.13","14.67B","-0.72%"
"Oct 03, 2018","1,741.96","1,753.79","1,757.43","1,741.96","13.81B","-0.35%"
"Oct 02, 2018","1,748.09","1,757.33","1,762.24","1,746.06","15.10B","-0.70%"
"Oct 01, 2018","1,760.47","1,762.30","1,765.06","1,757.74","12.27B","0.23%"
"Sep 28, 2018","1,756.41","1,757.60","1,758.95","1,751.09","11.26B","0.20%"
"Sep 27, 2018","1,752.95","1,751.70","1,753.16","1,735.58","14.09B","0.17%"
"Sep 26, 2018","1,749.93","1,752.52","1,755.57","1,746.99","11.12B","0.11%"
"Sep 25, 2018","1,747.99","1,753.66","1,756.85","1,745.73","12.14B","-0.08%"
"Sep 24, 2018","1,749.42","1,751.29","1,759.51","1,748.52","12.97B","-0.38%"
"Sep 21, 2018","1,756.12","1,758.80","1,766.62","1,753.32","18.37B","0.23%"
"Sep 20, 2018","1,752.11","1,757.42","1,762.17","1,749.72","20.67B","0.13%"
"Sep 19, 2018","1,749.80","1,749.63","1,762.72","1,747.47","21.99B","0.31%"
"Sep 18, 2018","1,744.42","1,718.49","1,748.76","1,716.75","18.57B","1.51%"
"Sep 17, 2018","1,718.39","1,717.99","1,725.03","1,711.57","13.54B","-0.22%"
"Sep 14, 2018","1,722.21","1,724.83","1,727.83","1,718.11","13.60B","0.25%"
"Sep 13, 2018","1,717.96","1,691.04","1,723.48","1,690.84","18.82B","2.30%"
"Sep 12, 2018","1,679.39","1,672.04","1,680.54","1,666.07","17.22B","0.42%"
"Sep 11, 2018","1,672.42","1,690.65","1,694.86","1,672.40","12.26B","-1.13%"
"Sep 10, 2018","1,691.51","1,686.78","1,692.16","1,680.50","10.78B","0.12%"
"Sep 07, 2018","1,689.49","1,687.95","1,694.56","1,683.58","9.75B","-0.26%"
"Sep 06, 2018","1,693.94","1,685.38","1,694.05","1,676.67","13.02B","0.45%"
"Sep 05, 2018","1,686.37","1,709.26","1,711.37","1,685.95","13.14B","-1.64%"
"Sep 04, 2018","1,714.41","1,722.56","1,724.86","1,713.96","12.02B","-0.40%"
"Sep 03, 2018","1,721.21","1,721.94","1,726.30","1,718.87","9.89B","-0.02%"
"Aug 31, 2018","1,721.58","1,714.48","1,721.99","1,712.92","13.72B","0.07%"
"Aug 30, 2018","1,720.43","1,726.28","1,730.65","1,720.41","12.03B","-0.11%"
"Aug 29, 2018","1,722.26","1,721.36","1,723.03","1,714.14","9.49B","0.24%"
"Aug 28, 2018","1,718.15","1,723.96","1,728.22","1,716.57","10.24B","0.05%"
"Aug 27, 2018","1,717.24","1,710.04","1,717.45","1,708.94","10.29B","0.79%"
"Aug 24, 2018","1,703.82","1,701.31","1,704.59","1,697.59","19.84B","-0.06%"
"Aug 23, 2018","1,704.80","1,705.63","1,709.90","1,701.30","9.91B","0.38%"
"Aug 22, 2018","1,698.30","1,695.94","1,705.91","1,695.34","10.51B","0.22%"
"Aug 21, 2018","1,694.63","1,703.82","1,707.63","1,688.59","12.46B","-0.40%"
"Aug 20, 2018","1,701.42","1,698.97","1,705.33","1,693.90","11.13B","0.67%"
"Aug 17, 2018","1,690.04","1,688.01","1,694.39","1,687.03","11.99B","0.54%"
"Aug 16, 2018","1,680.96","1,673.33","1,682.43","1,664.90","14.19B","0.28%"
"Aug 15, 2018","1,676.29","1,688.64","1,690.24","1,673.77","14.45B","-1.12%"
"Aug 14, 2018","1,695.35","1,692.77","1,697.06","1,684.00","13.09B","-0.62%"
"Aug 10, 2018","1,705.96","1,718.50","1,719.03","1,705.20","13.79B","-0.96%"
"Aug 09, 2018","1,722.48","1,722.69","1,729.42","1,716.90","11.96B","0.05%"
"Aug 08, 2018","1,721.64","1,709.16","1,723.50","1,707.59","13.34B","0.84%"
"Aug 07, 2018","1,707.26","1,701.01","1,710.75","1,692.01","12.79B","0.65%"
"Aug 06, 2018","1,696.24","1,718.00","1,721.05","1,694.98","13.14B","-0.93%"
"Aug 03, 2018","1,712.09","1,708.19","1,715.48","1,706.54","12.00B","0.22%"
"Aug 02, 2018","1,708.28","1,716.33","1,718.41","1,700.69","13.44B","-0.80%"
"Aug 01, 2018","1,722.01","1,705.48","1,722.72","1,703.39","12.96B","1.19%"
"Jul 31, 2018","1,701.79","1,704.04","1,709.58","1,695.59","12.26B","-0.00%"
"Jul 26, 2018","1,701.87","1,700.53","1,702.30","1,689.69","11.82B","0.70%"
"Jul 25, 2018","1,690.08","1,678.63","1,695.20","1,678.09","14.30B","0.95%"
"Jul 24, 2018","1,674.22","1,684.20","1,686.81","1,667.95","14.04B","-0.09%"
"Jul 23, 2018","1,675.75","1,672.11","1,681.74","1,665.92","12.53B","0.28%"
"Jul 20, 2018","1,671.06","1,651.36","1,674.32","1,648.44","15.74B","1.47%"
"Jul 19, 2018","1,646.89","1,641.22","1,650.85","1,637.20","10.08B","0.67%"
"Jul 18, 2018","1,635.85","1,632.17","1,638.52","1,630.04","10.14B","0.60%"
"Jul 17, 2018","1,626.07","1,624.68","1,629.18","1,616.59","11.19B","-0.10%"
"Jul 16, 2018","1,627.69","1,638.35","1,640.74","1,623.42","9.96B","-0.96%"
"Jul 13, 2018","1,643.52","1,645.33","1,649.66","1,639.49","10.42B","0.16%"
"Jul 12, 2018","1,640.93","1,634.73","1,646.12","1,633.53","12.13B","0.26%"
"Jul 11, 2018","1,636.63","1,631.63","1,641.34","1,628.03","11.55B","-0.42%"
"Jul 10, 2018","1,643.60","1,629.01","1,643.76","1,617.51","13.39B","1.27%"
"Jul 09, 2018","1,622.96","1,626.11","1,629.21","1,620.92","10.82B","0.51%"
"Jul 06, 2018","1,614.76","1,598.76","1,618.36","1,587.94","15.56B","0.83%"
"Jul 05, 2018","1,601.42","1,626.78","1,628.79","1,596.55","13.75B","-1.71%"
"Jul 04, 2018","1,629.20","1,625.17","1,632.43","1,615.90","14.48B","0.16%"
"Jul 03, 2018","1,626.62","1,607.20","1,628.30","1,600.71","15.30B","1.20%"
"Jul 02, 2018","1,607.27","1,597.01","1,607.41","1,586.34","12.10B","0.73%"
"Jun 29, 2018","1,595.58","1,604.51","1,609.86","1,584.68","13.85B","-0.25%"
"Jun 28, 2018","1,599.54","1,623.67","1,624.97","1,599.44","14.05B","-1.18%"
"Jun 27, 2018","1,618.66","1,631.39","1,638.73","1,615.38","12.53B","-0.33%"
"Jun 26, 2018","1,623.98","1,615.79","1,629.02","1,608.24","11.34B","0.10%"
"Jun 25, 2018","1,622.28","1,641.02","1,646.37","1,621.12","10.43B","-0.78%"
"Jun 22, 2018","1,634.98","1,641.58","1,648.74","1,628.16","12.83B","0.03%"
"Jun 21, 2018","1,634.44","1,663.63","1,664.97","1,629.26","12.47B","-1.79%"
"Jun 20, 2018","1,664.26","1,647.22","1,665.27","1,640.13","11.88B","1.51%"
"Jun 19, 2018","1,639.54","1,667.47","1,674.28","1,633.72","16.03B","-2.39%"
"Jun 18, 2018","1,679.68","1,694.24","1,695.44","1,679.48","10.29B","-1.47%"
"Jun 15, 2018","1,704.82","1,706.52","1,711.40","1,695.39","12.04B","-0.29%"
"Jun 14, 2018","1,709.86","1,714.52","1,715.65","1,699.66","12.04B","-0.49%"
"Jun 13, 2018","1,718.34","1,726.47","1,728.54","1,716.38","10.21B","-0.52%"
"Jun 12, 2018","1,727.29","1,725.91","1,735.84","1,724.71","13.79B","0.24%"
"Jun 11, 2018","1,723.11","1,723.80","1,727.63","1,716.25","9.20B","0.06%"
"Jun 08, 2018","1,722.04","1,735.78","1,736.00","1,721.88","10.47B","-0.64%"
"Jun 07, 2018","1,733.05","1,743.63","1,746.50","1,733.01","11.53B","-0.32%"
"Jun 06, 2018","1,738.70","1,737.23","1,744.48","1,731.98","12.71B","0.35%"
"Jun 05, 2018","1,732.71","1,722.38","1,734.32","1,710.81","15.59B","0.66%"
"Jun 04, 2018","1,721.29","1,718.92","1,724.71","1,715.82","15.00B","0.09%"
"Jun 01, 2018","1,719.82","1,726.85","1,729.88","1,714.62","16.83B","-0.41%"
"May 31, 2018","1,726.97","1,730.02","1,734.28","1,720.31","16.04B","0.11%"
"May 30, 2018","1,725.14","1,717.50","1,726.65","1,711.73","15.88B","-0.54%"
"May 28, 2018","1,734.54","1,735.81","1,738.92","1,729.66","11.84B","-0.38%"
"May 25, 2018","1,741.21","1,735.95","1,741.23","1,725.06","12.35B","0.50%"
"May 24, 2018","1,732.51","1,747.17","1,751.04","1,729.95","14.24B","-1.20%"
"May 23, 2018","1,753.60","1,756.20","1,761.61","1,747.75","24.69B","-0.40%"
"May 22, 2018","1,760.71","1,769.23","1,771.16","1,754.82","12.23B","-0.43%"
"May 21, 2018","1,768.31","1,761.04","1,770.13","1,758.47","12.15B","0.81%"
"May 18, 2018","1,754.17","1,752.57","1,755.53","1,745.90","11.68B","0.17%"
"May 17, 2018","1,751.20","1,752.24","1,757.97","1,745.45","14.04B","0.03%"
"May 16, 2018","1,750.62","1,757.90","1,761.06","1,747.32","13.97B","-0.92%"
"May 15, 2018","1,766.86","1,773.41","1,774.71","1,759.22","15.13B","-0.35%"
"May 14, 2018","1,773.10","1,770.32","1,774.82","1,767.23","15.51B","0.41%"
"May 11, 2018","1,765.93","1,749.94","1,765.94","1,746.03","22.33B","1.09%"
"May 10, 2018","1,746.89","1,762.33","1,763.06","1,744.55","12.55B","-0.57%"
"May 09, 2018","1,756.90","1,761.19","1,763.25","1,751.22","12.67B","-0.19%"
"May 08, 2018","1,760.25","1,780.49","1,782.08","1,756.72","13.72B","-1.10%"
"May 07, 2018","1,779.80","1,785.65","1,789.77","1,776.32","9.98B","-0.00%"
"May 04, 2018","1,779.87","1,786.87","1,792.22","1,777.10","11.94B","-0.61%"
"May 03, 2018","1,790.80","1,786.55","1,797.56","1,786.00","12.28B","-0.02%"
"May 02, 2018","1,791.13","1,777.27","1,791.14","1,771.65","11.08B","0.62%"
"Apr 30, 2018","1,780.11","1,782.10","1,784.50","1,776.94","9.94B","0.12%"
"Apr 27, 2018","1,778.02","1,777.38","1,779.80","1,767.12","11.07B","0.27%"
"Apr 26, 2018","1,773.20","1,780.01","1,785.28","1,770.34","11.71B","-0.36%"
"Apr 25, 2018","1,779.52","1,781.28","1,787.00","1,772.35","12.48B","-0.49%"
"Apr 24, 2018","1,788.20","1,796.50","1,803.21","1,784.48","13.65B","-0.11%"
"Apr 23, 2018","1,790.14","1,800.78","1,805.78","1,789.02","12.34B","-0.62%"
"Apr 20, 2018","1,801.28","1,797.31","1,805.73","1,787.95","12.67B","0.35%"
"Apr 19, 2018","1,794.94","1,778.20","1,795.30","1,776.81","13.71B","1.32%"
"Apr 18, 2018","1,771.56","1,761.83","1,772.27","1,760.67","10.75B","0.91%"
"Apr 17, 2018","1,755.53","1,766.82","1,768.38","1,752.43","9.35B","-0.66%"
"Apr 12, 2018","1,767.17","1,764.20","1,770.01","1,757.76","9.07B","0.22%"
"Apr 11, 2018","1,763.22","1,763.31","1,770.47","1,756.40","10.38B","0.13%"
"Apr 10, 2018","1,760.95","1,757.00","1,761.76","1,744.73","11.31B","0.55%"
"Apr 09, 2018","1,751.27","1,737.08","1,752.91","1,735.38","11.43B","0.65%"
"Apr 05, 2018","1,739.92","1,735.74","1,740.84","1,724.88","12.91B","0.87%"
"Apr 04, 2018","1,724.98","1,767.46","1,771.58","1,724.90","17.12B","-2.28%"
"Apr 03, 2018","1,765.24","1,773.70","1,779.04","1,764.18","11.08B","-0.96%"
"Apr 02, 2018","1,782.28","1,774.72","1,783.73","1,771.58","9.09B","0.34%"
"Mar 30, 2018","1,776.26","1,774.34","1,777.06","1,753.93","13.03B","0.53%"
"Mar 29, 2018","1,766.92","1,783.72","1,789.00","1,756.62","12.45B","-1.01%"
"Mar 28, 2018","1,784.99","1,797.84","1,802.71","1,782.07","10.55B","-0.98%"
"Mar 27, 2018","1,802.58","1,807.79","1,810.53","1,799.88","10.51B","0.08%"
"Mar 26, 2018","1,801.10","1,797.27","1,801.50","1,792.99","7.92B","0.38%"
"Mar 23, 2018","1,794.21","1,780.88","1,794.21","1,779.73","10.88B","-0.24%"
"Mar 22, 2018","1,798.55","1,809.00","1,813.64","1,796.75","10.25B","-0.16%"
"Mar 21, 2018","1,801.43","1,806.92","1,808.85","1,796.35","9.94B","0.09%"
"Mar 20, 2018","1,799.84","1,793.62","1,803.84","1,793.09","9.55B","0.00%"
"Mar 19, 2018","1,799.79","1,812.33","1,812.94","1,797.58","10.51B","-0.66%"
"Mar 16, 2018","1,811.76","1,813.00","1,818.53","1,809.41","11.82B","-0.24%"
"Mar 15, 2018","1,816.08","1,815.12","1,820.51","1,809.94","12.41B","0.15%"
"Mar 14, 2018","1,813.40","1,805.22","1,817.36","1,803.60","14.92B","0.19%"
"Mar 13, 2018","1,809.90","1,797.80","1,809.90","1,793.78","14.74B","0.53%"
"Mar 12, 2018","1,800.32","1,789.16","1,800.33","1,784.39","11.13B","1.41%"
"Mar 09, 2018","1,775.37","1,784.88","1,786.43","1,761.63","13.75B","-0.20%"
"Mar 08, 2018","1,778.90","1,785.44","1,794.18","1,772.79","12.93B","-0.15%"
"Mar 07, 2018","1,781.64","1,797.04","1,798.13","1,780.12","14.63B","-0.97%"
"Mar 06, 2018","1,799.06","1,812.27","1,817.93","1,795.34","13.78B","-0.54%"
"Mar 05, 2018","1,808.89","1,812.27","1,817.08","1,792.14","13.92B","-0.17%"
"Mar 02, 2018","1,811.98","1,821.17","1,825.63","1,806.84","10.60B","-0.99%"
"Feb 28, 2018","1,830.13","1,828.62","1,840.06","1,825.67","12.07B","-0.01%"
"Feb 27, 2018","1,830.39","1,842.92","1,852.51","1,830.03","15.92B","-0.21%"
"Feb 26, 2018","1,834.18","1,811.54","1,834.21","1,809.33","11.05B","1.44%"
"Feb 23, 2018","1,808.06","1,792.83","1,809.30","1,790.28","19.01B","1.09%"
"Feb 22, 2018","1,788.63","1,801.08","1,808.58","1,787.70","16.03B","-0.70%"
"Feb 21, 2018","1,801.16","1,812.49","1,814.83","1,797.79","12.10B","0.01%"
"Feb 20, 2018","1,801.02","1,811.16","1,815.33","1,801.02","8.52B","-0.48%"
"Feb 19, 2018","1,809.67","1,812.36","1,819.36","1,809.14","9.53B","0.21%"
"Feb 16, 2018","1,805.89","1,804.60","1,809.75","1,802.39","6.89B","0.28%"
"Feb 15, 2018","1,800.86","1,799.69","1,801.95","1,790.80","8.69B","0.49%"
"Feb 14, 2018","1,792.09","1,805.68","1,806.78","1,792.00","9.84B","-0.44%"
"Feb 13, 2018","1,800.03","1,804.64","1,806.11","1,797.29","9.70B","0.03%"
"Feb 12, 2018","1,799.45","1,790.00","1,799.45","1,786.25","9.11B","0.73%"
"Feb 09, 2018","1,786.45","1,767.31","1,788.01","1,766.82","11.58B","-0.01%"
"Feb 08, 2018","1,786.66","1,787.24","1,796.07","1,781.18","9.39B","0.07%"
"Feb 07, 2018","1,785.44","1,801.94","1,804.75","1,782.94","11.26B","-0.17%"
"Feb 06, 2018","1,788.43","1,775.42","1,792.17","1,758.31","17.56B","-1.21%"
"Feb 05, 2018","1,810.32","1,798.42","1,813.94","1,796.93","12.66B","-0.93%"
"Feb 02, 2018","1,827.35","1,838.98","1,841.94","1,822.72","10.93B","-0.34%"
"Feb 01, 2018","1,833.60","1,833.53","1,837.86","1,830.55","10.70B","0.37%"
"Jan 31, 2018","1,826.86","1,820.35","1,834.26","1,819.50","10.76B","0.01%"
"Jan 30, 2018","1,826.61","1,834.37","1,835.59","1,821.40","10.95B","-0.59%"
"Jan 29, 2018","1,837.49","1,835.90","1,839.85","1,831.15","10.34B","0.47%"
"Jan 26, 2018","1,828.88","1,819.45","1,829.07","1,806.13","13.33B","0.53%"
"Jan 25, 2018","1,819.29","1,843.30","1,848.07","1,819.29","12.17B","-1.07%"
"Jan 24, 2018","1,838.96","1,831.39","1,841.21","1,829.08","12.08B","0.39%"
"Jan 23, 2018","1,831.78","1,830.92","1,836.68","1,825.07","14.01B","0.42%"
"Jan 22, 2018","1,824.06","1,819.14","1,827.29","1,815.13","10.27B","0.15%"
"Jan 19, 2018","1,821.34","1,815.20","1,821.34","1,803.55","12.18B","0.11%"
"Jan 18, 2018","1,819.32","1,836.35","1,837.92","1,819.18","11.95B","-0.52%"
"Jan 17, 2018","1,828.88","1,819.13","1,828.93","1,816.06","10.17B","0.39%"
"Jan 16, 2018","1,821.83","1,829.09","1,831.45","1,816.90","11.26B","-0.05%"
"Jan 15, 2018","1,822.66","1,819.24","1,830.68","1,818.51","14.12B","0.69%"
"Jan 12, 2018","1,810.19","1,810.13","1,816.81","1,808.53","10.68B","0.41%"
"Jan 11, 2018","1,802.80","1,795.08","1,804.54","1,786.47","11.60B","0.44%"
"Jan 10, 2018","1,794.92","1,803.14","1,807.09","1,791.82","13.49B","-0.02%"
"Jan 09, 2018","1,795.21","1,795.89","1,798.69","1,784.75","13.87B","0.13%"
"Jan 08, 2018","1,792.81","1,799.59","1,813.17","1,792.81","12.09B","-0.15%"
"Jan 05, 2018","1,795.45","1,793.89","1,803.93","1,787.34","12.72B","0.25%"
"Jan 04, 2018","1,791.02","1,786.64","1,791.39","1,779.28","13.11B","0.70%"
"Jan 03, 2018","1,778.53","1,759.61","1,779.55","1,758.07","12.69B","1.42%"
"Dec 29, 2017","1,753.71","1,747.58","1,753.73","1,745.77","6.91B","0.60%"
"Dec 28, 2017","1,743.29","1,755.55","1,756.64","1,734.70","9.17B","-0.55%"
"Dec 27, 2017","1,752.89","1,756.16","1,763.36","1,751.98","9.98B","0.02%"
"Dec 26, 2017","1,752.48","1,751.05","1,754.68","1,743.27","7.94B","0.13%"
"Dec 25, 2017","1,750.22","1,745.64","1,752.82","1,744.34","6.27B","0.47%"
"Dec 22, 2017","1,742.08","1,739.06","1,744.21","1,736.26","6.74B","0.30%"
"Dec 21, 2017","1,736.91","1,739.54","1,742.04","1,734.73","7.66B","-0.07%"
"Dec 20, 2017","1,738.16","1,734.45","1,739.29","1,728.81","9.52B","0.34%"
"Dec 19, 2017","1,732.31","1,727.22","1,736.83","1,726.82","10.45B","0.50%"
"Dec 18, 2017","1,723.71","1,720.41","1,727.07","1,717.33","7.73B","0.35%"
"Dec 15, 2017","1,717.69","1,713.26","1,717.69","1,709.16","8.34B","0.16%"
"Dec 14, 2017","1,714.99","1,709.52","1,716.14","1,707.49","8.16B","0.47%"
"Dec 13, 2017","1,706.93","1,704.01","1,708.70","1,702.58","8.37B","0.28%"
"Dec 12, 2017","1,702.17","1,709.54","1,710.80","1,699.98","8.38B","-0.25%"
"Dec 08, 2017","1,706.52","1,706.69","1,712.49","1,704.07","10.68B","0.18%"
"Dec 07, 2017","1,703.37","1,693.81","1,703.51","1,690.44","8.87B","0.53%"
"Dec 06, 2017","1,694.39","1,694.96","1,696.63","1,686.02","10.62B","-0.19%"
"Dec 04, 2017","1,697.61","1,704.70","1,706.48","1,692.45","7.96B","-0.12%"
"Dec 01, 2017","1,699.65","1,704.20","1,705.97","1,696.46","9.07B","0.13%"
"Nov 30, 2017","1,697.39","1,702.54","1,708.42","1,691.80","9.74B","-0.47%"
"Nov 29, 2017","1,705.33","1,710.33","1,715.41","1,705.00","9.06B","-0.07%"
"Nov 28, 2017","1,706.52","1,696.06","1,706.55","1,695.84","8.12B","0.64%"
"Nov 27, 2017","1,695.67","1,693.99","1,699.71","1,687.43","9.47B","-0.01%"
"Nov 24, 2017","1,695.84","1,707.80","1,710.78","1,691.45","10.28B","-0.68%"
"Nov 23, 2017","1,707.38","1,716.47","1,719.00","1,707.33","8.98B","-0.34%"
"Nov 22, 2017","1,713.13","1,715.29","1,722.45","1,713.12","10.39B","0.15%"
"Nov 21, 2017","1,710.48","1,716.74","1,718.80","1,707.31","9.41B","-0.23%"
"Nov 20, 2017","1,714.38","1,715.02","1,718.29","1,711.39","9.65B","0.29%"
"Nov 17, 2017","1,709.38","1,701.48","1,711.49","1,697.65","9.74B","1.07%"
"Nov 16, 2017","1,691.25","1,692.79","1,699.85","1,691.17","11.53B","0.06%"
"Nov 15, 2017","1,690.26","1,700.05","1,701.01","1,688.65","11.00B","-0.73%"
"Nov 14, 2017","1,702.63","1,688.96","1,704.82","1,684.82","11.71B","0.92%"
"Nov 13, 2017","1,687.05","1,686.89","1,690.78","1,680.53","10.23B","-0.13%"
"Nov 10, 2017","1,689.28","1,702.92","1,704.51","1,688.77","10.44B","-0.81%"
"Nov 09, 2017","1,703.03","1,718.02","1,718.74","1,702.14","9.67B","-0.68%"
"Nov 08, 2017","1,714.65","1,714.30","1,718.70","1,709.81","11.20B","0.11%"
"Nov 07, 2017","1,712.75","1,716.26","1,721.08","1,711.29","10.40B","0.06%"
"Nov 06, 2017","1,711.74","1,703.17","1,713.08","1,695.67","9.84B","0.60%"
"Nov 03, 2017","1,701.47","1,707.02","1,707.87","1,696.66","10.37B","-0.03%"
"Nov 02, 2017","1,701.93","1,714.62","1,716.22","1,701.93","11.79B","-0.74%"
"Nov 01, 2017","1,714.55","1,728.80","1,729.64","1,713.70","11.80B","-0.40%"
"Oct 31, 2017","1,721.37","1,721.02","1,726.52","1,717.63","10.08B","0.16%"
"Oct 30, 2017","1,718.66","1,720.12","1,723.04","1,704.17","10.59B","0.15%"
"Oct 27, 2017","1,716.03","1,712.33","1,721.88","1,712.02","9.74B","0.42%"
"Oct 25, 2017","1,708.84","1,708.37","1,711.58","1,704.97","8.90B","0.41%"
"Oct 24, 2017","1,701.81","1,694.33","1,706.00","1,693.03","9.06B","0.55%"
"Oct 20, 2017","1,692.58","1,673.51","1,696.50","1,673.01","11.05B","0.54%"
"Oct 19, 2017","1,683.43","1,707.70","1,712.52","1,681.00","14.10B","-1.41%"
"Oct 18, 2017","1,707.53","1,723.43","1,723.61","1,707.53","12.32B","-0.98%"
"Oct 17, 2017","1,724.47","1,726.29","1,729.80","1,719.26","11.92B","-0.13%"
"Oct 16, 2017","1,726.67","1,719.67","1,728.62","1,719.12","16.93B","0.83%"
"Oct 12, 2017","1,712.48","1,718.06","1,719.60","1,709.57","16.60B","-0.10%"
"Oct 11, 2017","1,714.14","1,714.73","1,718.97","1,710.76","19.51B","0.42%"
"Oct 10, 2017","1,706.95","1,694.53","1,708.35","1,687.01","15.41B","0.87%"
"Oct 09, 2017","1,692.22","1,698.73","1,700.75","1,691.82","22.30B","-0.22%"
"Oct 06, 2017","1,695.97","1,696.24","1,701.12","1,693.79","11.90B","0.30%"
"Oct 05, 2017","1,690.87","1,689.91","1,692.95","1,685.46","11.88B","0.18%"
"Oct 04, 2017","1,687.77","1,693.92","1,698.59","1,682.04","11.79B","-0.13%"
"Oct 03, 2017","1,689.97","1,691.73","1,692.85","1,684.38","10.11B","0.08%"
"Oct 02, 2017","1,688.64","1,677.22","1,691.13","1,676.97","12.82B","0.93%"
"Sep 29, 2017","1,673.16","1,666.30","1,676.48","1,664.43","11.35B","0.41%"
